Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
1823,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,86830," 174,176,167.00 ",1.19%,82%,2.37,10%,0%,1,5%,11%,134.8,1,0," 183,534,412.00 ",1.57%,146%,2.46,9%,0%,5,7%,13%,151.77,1,92409," 162,948,931.00 ",0.94%,83%,3.44,5%,0%,5,9%,9%,121.95,1,95121," 169,843,299.00 ",2.16%,118%,3.4,11%,0%,1,6%,7%,111.93,0,80459," 163,223,623.00 ",1.13%,112%,0,5%,0%,0,5%,7%,109.51,0,86101," 160,162,163.00 ",1.76%,159%,0,14%,0%,0,5%,9%,102.55,0,82723," 140,873,408.00 ",1.37%,123%,0,6%,0%,0,6%,9%,101.88,0,81152," 134,758,256.00 ",1.55%,157%,0,17%,0%,0,5%,10%,103.37,0,0," 118,873,310.00 ",2.40%,149%,0,11%,0%,0,7%,10%,101.78,0,0," 108,910,239.00 ",2.02%,151%,0,4%,0%,0,7%,13%,103.78,0,15742," 98,632,039.00 ",2.17%,620%,0,10%,0%,0,7%,10%,101.78
1824,Active,Defined Contribution,Provident Fund,Guaranteed funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116," 19,695,464.00 ",0.71%,500%,0,10%,0%,0,7%,10%,101.78
1825,Active,Defined Contribution,Pension Scheme,Segregated funds,1,509," 1,431,659,097.00 ",0.79%,696%,4.14,11%,1%,5,5%,11%,134.8,1,513," 1,184,893,690.00 ",0.77%,677%,2.51,6%,2%,1,7%,13%,151.77,1,489," 1,035,209,193.00 ",0.86%,343%,2.31,3%,0%,1,9%,9%,121.95,1,537," 942,819,803.00 ",0.97%,820%,3.32,12%,0%,1,6%,7%,111.93,0,498," 747,063,274.00 ",0.92%,844%,0,8%,0%,0,5%,7%,109.51,0,0," 617,866,038.00 ",0.88%,1441%,0,8%,0%,0,5%,9%,102.55,0,0," 492,370,704.00 ",0.97%,1438%,0,9%,0%,0,6%,9%,101.88,0,0," 366,951,001.00 ",0.77%,744%,0,8%,0%,0,5%,10%,103.37,0,0," 288,218,427.00 ",0.77%,1145%,0,6%,0%,0,7%,10%,101.78,0,0," 217,413,981.00 ",1.06%,1222%,0,9%,0%,0,7%,13%,103.78,0,441," 152,568,023.00 ",1.37%,1130%,0,8%,0%,0,7%,10%,101.78
1826,Active,Defined Contribution,Pension Scheme,Segregated funds,1,2920," 2,313,401,580.00 ",1.16%,549%,3.07,23%,0%,1,5%,11%,134.8,1,2766," 1,700,968,824.00 ",1.37%,168%,3.32,1%,0%,1,7%,13%,151.77,1,2812," 1,622,941,092.00 ",1.29%,158%,3.32,3%,0%,1,9%,9%,121.95,1,2625," 1,535,959,469.00 ",1.32%,67%,3.52,12%,0%,1,6%,7%,111.93,0,3260," 1,693,285,994.00 ",1.46%,45%,0,8%,0%,0,5%,7%,109.51,0,3113," 2,006,134,915.00 ",1.26%,621%,0,14%,0%,0,5%,9%,102.55,0,3113," 1,554,384,580.00 ",1.19%,264%,0,5%,0%,0,6%,9%,101.88,0,3266," 1,357,438,203.00 ",1.23%,313%,0,15%,0%,0,5%,10%,103.37,0,3546," 1,081,831,312.00 ",1.17%,562%,0,11%,0%,0,7%,10%,101.78,0,3689," 839,136,735.00 ",1.57%,277%,0,3%,0%,0,7%,13%,103.78,0,3345," 700,614,982.00 ",1.36%,405%,0,11%,0%,0,7%,10%,101.78
1827,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,343," 645,027,011.00 ",0.23%,231%,2.81,11%,0%,1,5%,11%,134.8,1,330," 575,639,272.00 ",0.28%,137%,2.26,10%,0%,5,7%,13%,151.77,1,332," 547,816,515.00 ",0.20%,275%,2.26,8%,0%,5,9%,9%,121.95,1,331," 488,636,896.00 ",0.20%,376%,3.32,9%,0%,5,6%,7%,111.93,0,331," 421,726,806.00 ",0.20%,496%,0,8%,0%,0,5%,7%,109.51,0,328," 359,846,817.00 ",0.20%,252%,0,9%,0%,0,5%,9%,102.55,0,496," 312,617,136.00 ",0.20%,335%,0,7%,0%,0,6%,9%,101.88,0,293," 267,189,436.00 ",0.20%,212%,0,10%,0%,0,5%,10%,103.37,0,296," 231,627,884.00 ",0.21%,306%,0,8%,0%,0,7%,10%,101.78,0,300," 194,331,470.00 ",0.21%,221%,0,7%,0%,0,7%,13%,103.78,0,294," 165,654,546.00 ",0.00%,501%,0,9%,0%,0,7%,10%,101.78
1828,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,595," 106,379,997.00 ",0.81%,149%,2.09,11%,0%,1,5%,11%,134.8,1,614," 101,320,555.00 ",0.77%,300%,2.34,9%,0%,5,7%,13%,151.77,1,614," 88,362,199.00 ",0.78%,279%,2.3,6%,0%,5,9%,9%,121.95,1,537," 77,344,867.00 ",0.77%,335%,2.36,8%,0%,5,6%,7%,111.93,0,472," 66,643,502.00 ",0.78%,662%,0,7%,0%,0,5%,7%,109.51,0,404," 55,225,211.00 ",0.76%,1008%,0,9%,0%,0,5%,9%,102.55,0,361," 43,428,346.00 ",0.78%,858%,0,8%,0%,0,6%,9%,101.88,0,370," 33,177,763.00 ",1.57%,473%,0,8%,0%,0,5%,10%,103.37,0,264," 25,621,017.00 ",0.85%,763%,0,7%,0%,0,7%,10%,101.78,0,171," 17,716,816.00 ",0.95%,352%,0,7%,0%,0,7%,13%,103.78,0,115," 12,608,372.00 ",1.28%,587%,0,10%,0%,0,7%,10%,101.78
1829,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,50," 7,895,904.00 ",1.01%,857%,3.23,10%,0%,1,5%,11%,134.8,1,51," 6,674,473.00 ",1.17%,1497%,3.27,9%,0%,5,7%,13%,151.77,1,53," 5,586,980.00 ",1.19%,1445%,3.31,7%,0%,5,9%,9%,121.95,1,53," 4,631,906.00 ",1.32%,895%,3.52,9%,0%,5,6%,7%,111.93,0,30," 3,820,270.00 ",1.47%,1145%,0,7%,0%,0,5%,7%,109.51,0,48," 3,201,248.00 ",1.33%,945%,0,8%,0%,0,5%,9%,102.55,0,22," 2,102,145.00 ",7.25%,347%,0,8%,0%,0,6%,9%,101.88,0,34," 2,122,383.00 ",1.63%,456%,0,7%,30%,0,5%,10%,103.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Transitioning,Defined Contribution,Provident Fund,Segregated funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0," 36,618,042.00 ",19.18%,12%,0,2%,0%,0,7%,13%,103.78,,,,,,,,,,,,
1830,Active,Defined Contribution,Provident Fund,Guaranteed funds,5,119," 510,896,897.00 ",0.47%,389%,3.71,11%,0%,1,5%,11%,134.8,1,94," 443,668,264.00 ",0.48%,195%,2.35,9%,0%,5,7%,13%,151.77,1,0," 409,774,698.00 ",0.49%,305%,2.35,6%,0%,5,9%,9%,121.95,1,0," 374,351,426.00 ",0.47%,195%,2.72,8%,0%,5,6%,7%,111.93,0,94," 345,957,714.00 ",0.51%,225%,0,7%,0%,0,5%,7%,109.51,0,98," 315,461,675.00 ",0.59%,337%,0,9%,0%,0,5%,9%,102.55,0,102," 274,907,995.00 ",0.54%,173%,0,8%,0%,0,6%,9%,101.88,0,106," 254,925,931.00 ",0.76%,184%,0,9%,0%,0,5%,10%,103.37,0,112," 233,050,462.00 ",0.83%,102%,0,9%,0%,0,7%,10%,101.78,0,0," 232,310,462.00 ",0.79%,107%,0,8%,0%,0,7%,13%,103.78,0,0," 229,560,240.00 ",0.76%,97%,0,13%,0%,0,7%,10%,101.78
1833,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,235," 92,962,452.00 ",1.31%,333%,3.39,8%,13%,1,5%,11%,134.8,1,224," 80,103,607.00 ",1.34%,167%,3.25,7%,15%,5,7%,13%,151.77,1,233," 75,201,163.00 ",0.26%,363%,4.05,4%,21%,5,9%,9%,121.95,1,235," 68,617,049.00 ",0.51%,44%,3.44,6%,28%,5,6%,7%,111.93,0,233," 77,080,682.00 ",0.25%,633%,0,8%,27%,0,5%,7%,109.51,0,297," 66,630,231.00 ",0.37%,189%,0,8%,21%,0,5%,9%,102.55,0,251," 58,134,172.00 ",0.27%,94%,0,8%,-3%,0,6%,9%,101.88,0,222," 59,212,926.00 ",0.50%,264%,0,8%,0%,0,5%,10%,103.37,0,0," 47,365,381.00 ",0.28%,928%,0,7%,0%,0,7%,10%,101.78,0,248," 33,710,520.00 ",1.07%,369%,0,7%,3%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1834,Active,Defined Contribution,Provident Fund,Segregated funds,1,6196," 5,635,742,550.00 ",0.55%,350%,3.13,16%,0%,1,5%,11%,134.8,1,4744," 4,325,400,516.00 ",0.65%,329%,3.23,5%,0%,1,7%,13%,151.77,1,3967," 3,543,331,394.00 ",0.70%,1079%,3.23,3%,0%,1,9%,9%,121.95,1,3661," 2,917,503,734.00 ",0.74%,321%,3.54,10%,0%,1,6%,7%,111.93,0,3575," 2,382,804,144.00 ",0.71%,647%,0,7%,0%,0,5%,7%,109.51,0,3147," 1,867,666,686.00 ",0.93%,359%,0,14%,0%,0,5%,9%,102.55,0,2624," 1,422,328,586.00 ",0.86%,199%,0,5%,0%,0,6%,9%,101.88,0,1955," 978,538,939.00 ",0.77%,121%,0,11%,0%,0,5%,10%,103.37,0,1352," 438,839,850.00 ",1.01%,886%,0,5%,0%,0,7%,10%,101.78,0,818," 271,274,904.00 ",0.93%,147%,0,3%,1%,0,7%,13%,103.78,0,735," 104,456,660.00 ",1.27%,3802%,0,11%,0%,0,7%,10%,101.78
1835,Active,Defined Contribution,Pension Scheme,Segregated funds,5,3316," 1,311,122,607.00 ",3.06%,119%,3.93,9%,99%,5,5%,11%,134.8,5,3306," 1,284,753,138.00 ",5.46%,-21%,3.93,-11%,99%,1,7%,13%,151.77,1,2541," 1,686,813,990.00 ",2.39%,158%,3.9,13%,73%,1,9%,9%,121.95,5,2712," 1,859,231,197.00 ",2.24%,-304%,4.36,-88%,62%,1,6%,7%,111.93,0,2921," 3,803,706,306.00 ",0.96%,552%,0,19%,28%,0,5%,7%,109.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,300," 146,121,317.00 ",0.22%,245%,2.03,11%,0%,1,5%,11%,134.8,1,323," 125,508,046.00 ",0.20%,402%,2.5,9%,0%,5,7%,13%,151.77,1,300," 104,626,683.00 ",0.20%,403%,2.5,8%,0%,5,9%,9%,121.95,1,294," 86,628,165.00 ",0.61%,325%,2.66,6%,0%,5,6%,7%,111.93,0,253," 74,446,662.00 ",0.68%,212%,0,7%,0%,0,5%,7%,109.51,0,244," 65,179,580.00 ",0.69%,657%,0,8%,0%,0,5%,9%,102.55,0,225," 50,311,604.00 ",0.66%,316%,0,8%,0%,0,6%,9%,101.88,0,198," 38,936,835.00 ",0.61%,167%,0,8%,2%,0,5%,10%,103.37,0,165," 34,377,982.00 ",0.00%,227%,0,6%,2%,0,7%,10%,101.78,0,139," 28,217,496.00 ",0.53%,373%,0,5%,0%,0,7%,13%,103.78,0,0," 21,364,802.00 ",0.53%,394%,0,9%,0%,0,7%,10%,101.78
1838,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,453," 1,413,909,115.00 ",0.27%,258%,2.97,11%,1%,1,5%,11%,134.8,1,450," 1,253,193,055.00 ",0.23%,418%,2.36,9%,0%,5,7%,13%,151.77,1,363," 1,087,768,468.00 ",0.25%,1068%,2.47,9%,0%,5,9%,9%,121.95,1,394," 906,652,278.00 ",0.22%,915%,2.64,8%,0%,5,6%,7%,111.93,0,350," 757,887,886.00 ",0.21%,2637%,0,8%,0%,0,5%,7%,109.51,0,382," 622,214,648.00 ",0.16%,2242%,0,8%,0%,0,5%,9%,102.55,0,374," 498,244,763.00 ",0.25%,1269%,0,7%,0%,0,6%,9%,101.88,0,344," 400,173,317.00 ",0.26%,1619%,0,10%,0%,0,5%,10%,103.37,0,364," 308,329,457.00 ",0.24%,475%,0,8%,0%,0,7%,10%,101.78,0,316," 251,548,040.00 ",0.30%,1158%,0,7%,0%,0,7%,13%,103.78,0,314," 187,999,712.00 ",0.30%,1267%,0,9%,0%,0,7%,10%,101.78
1839,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,26839," 22,357,958,980.00 ",0.02%,227%,2.66,9%,0%,1,5%,11%,134.8,1,21878," 15,124,191,758.00 ",0.03%,422%,3.05,9%,0%,5,7%,13%,151.77,1,19182," 12,386,191,132.00 ",0.04%,1368%,2.99,8%,1%,5,9%,9%,121.95,1,17721," 9,707,468,393.00 ",0.05%,387%,3.44,9%,0%,5,6%,7%,111.93,0,15508," 7,985,382,696.00 ",0.06%,284%,0,8%,1%,0,5%,7%,109.51,0,13886," 6,721,826,560.00 ",0.07%,548%,0,8%,1%,0,5%,9%,102.55,0,11745," 5,137,056,007.00 ",0.09%,617%,0,7%,1%,0,6%,9%,101.88,0,9057," 3,902,530,968.00 ",0.12%,332%,0,10%,1%,0,5%,10%,103.37,0,7648," 2,300,870,414.00 ",0.13%,3932%,0,5%,0%,0,7%,10%,101.78,0,5537," 1,451,756,822.00 ",0.15%,309%,0,6%,0%,0,7%,13%,103.78,0,2087," 688,895,052.00 ",0.19%,450%,0,7%,0%,0,7%,10%,101.78
1840,Active,Defined Contribution,Pension Scheme,Segregated funds,1,1568," 2,683,924,823.00 ",1.69%,297%,3.1,22%,0%,5,5%,11%,134.8,1,1500," 2,090,387,009.00 ",1.81%,118%,4.05,2%,2%,5,7%,13%,151.77,1,1376," 2,041,543,106.00 ",1.79%,164%,3.25,3%,0%,5,9%,9%,121.95,1,1406," 1,919,852,065.00 ",1.51%,293%,3.5,11%,0%,1,6%,7%,111.93,0,1079," 1,633,843,122.00 ",1.33%,235%,0,6%,0%,0,5%,7%,109.51,0,969," 1,469,958,085.00 ",1.10%,101%,0,13%,0%,0,5%,9%,102.55,0,716," 704,674,371.00 ",1.77%,72%,0,6%,0%,0,6%,9%,101.88,0,0," 271,784,572.00 ",1.38%,691%,0,11%,0%,0,5%,10%,103.37,0,568," 126,829,663.00 ",0.00%,4642%,0,4%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1841,Active,Defined Contribution,Provident Fund,Both Segregated and Guaranteed funds,,,,,,,,,,,,,1,192," 384,596,728.00 ",0.79%,624%,3.28,9%,0%,5,7%,13%,151.77,1,157," 302,003,609.00 ",0.90%,419%,2.56,9%,0%,5,9%,9%,121.95,1,159," 245,334,769.00 ",0.96%,278%,2.72,10%,0%,5,6%,7%,111.93,0,153," 205,294,070.00 ",0.86%,264%,0,10%,0%,0,5%,7%,109.51,0,140," 177,736,630.00 ",0.86%,405%,0,9%,0%,0,5%,9%,102.55,0,117," 137,885,677.00 ",0.86%,182%,0,9%,0%,0,6%,9%,101.88,0,79," 116,404,369.00 ",0.82%,704%,0,9%,0%,0,5%,10%,103.37,0,74," 82,490,089.00 ",0.61%,109%,0,10%,0%,0,7%,10%,101.78,0,152," 79,707,623.00 ",0.53%,249%,0,10%,0%,0,7%,13%,103.78,0,79," 61,391,681.00 ",0.44%,1003%,0,9%,0%,0,7%,10%,101.78
1842,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,524," 477,450,166.00 ",0.31%,390%,2.82,9%,0%,1,5%,11%,134.8,5,502," 407,665,569.00 ",0.25%,475%,2.98,10%,0%,5,7%,13%,151.77,1,250," 338,510,030.00 ",0.21%,564%,2.45,9%,0%,5,9%,9%,121.95,1,259," 272,710,978.00 ",0.22%,184%,2.72,8%,0%,5,6%,7%,111.93,0,181," 255,575,557.00 ",0.21%,223%,0,9%,0%,0,5%,7%,109.51,0,197," 236,246,836.00 ",0.47%,257%,0,9%,0%,0,5%,9%,102.55,0,217," 200,268,984.00 ",0.22%,597%,0,8%,0%,0,6%,9%,101.88,0,215," 152,366,733.00 ",0.23%,682%,0,9%,0%,0,5%,10%,103.37,0,203," 112,552,856.00 ",0.24%,898%,0,10%,0%,0,7%,10%,101.78,0,173," 81,734,039.00 ",0.25%,271%,0,12%,0%,0,7%,13%,103.78,0,271," 64,167,279.00 ",0.27%,244%,0,11%,0%,0,7%,10%,101.78
1843,Active,Defined Contribution,Pension Scheme,Segregated funds,5,9305," 22,515,588,000.00 ",1.26%,244%,3.88,18%,0%,1,5%,11%,134.8,1,9670," 18,610,155,000.00 ",1.45%,111%,3.27,2%,0%,1,7%,13%,151.77,1,9869," 18,398,235,463.00 ",1.32%,58%,3.22,-2%,0%,1,9%,9%,121.95,1,8877," 19,387,306,912.00 ",1.28%,215%,2.6,10%,0%,1,6%,7%,111.93,0,7700," 17,450,306,303.00 ",0.95%,155%,0,4%,0%,0,5%,7%,109.51,0,7827," 16,576,189,000.00 ",1.01%,300%,0,12%,0%,0,5%,9%,102.55,0,8134," 14,200,236,000.00 ",0.98%,187%,0,2%,0%,0,6%,9%,101.88,0,7540," 13,418,794,025.00 ",0.62%,447%,0,10%,0%,0,5%,10%,103.37,0,7509," 11,336,734,000.00 ",0.74%,409%,0,6%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1844,Active,Defined Contribution,Pension Scheme,Segregated funds,1,93," 1,363,782,242.00 ",0.91%,449%,2.67,12%,0%,1,5%,11%,134.8,1,83," 1,196,927,517.00 ",0.97%,331%,2.73,5%,0%,1,7%,13%,151.77,1,83," 1,116,959,724.00 ",1.05%,77%,2.29,-1%,0%,1,9%,9%,121.95,1,82," 1,143,886,900.00 ",0.98%,443%,3.16,15%,0%,1,6%,7%,111.93,0,83," 966,844,466.00 ",1.01%,480%,0,8%,0%,0,5%,7%,109.51,0,82," 864,649,883.00 ",1.01%,542%,0,7%,0%,0,5%,9%,102.55,0,60," 777,458,846.00 ",1.01%,431%,0,13%,0%,0,6%,9%,101.88,0,62," 662,421,360.00 ",1.00%,511%,0,13%,0%,0,5%,10%,103.37,0,48," 559,424,284.00 ",1.08%,302%,0,1%,0%,0,7%,10%,101.78,0,61," 525,384,959.00 ",1.23%,171%,0,10%,0%,0,7%,13%,103.78,0,62," 485,003,892.00 ",0.89%,1465%,0,12%,0%,0,7%,10%,101.78
1846,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,21," 4,187,645.00 ",0.66%,25%,4,11%,5%,1,5%,11%,134.8,1,21," 5,577,992.00 ",0.54%,114%,4.24,10%,0%,5,7%,13%,151.77,1,21," 5,501,793.00 ",0.55%,26%,4.24,11%,4%,5,9%,9%,121.95,1,56," 7,474,516.00 ",0.43%,6%,4.32,12%,21%,5,6%,7%,111.93,0,24," 20,238,555.00 ",0.32%,117%,0,10%,2%,0,5%,7%,109.51,0,27," 19,930,027.00 ",0.29%,47%,0,10%,2%,0,5%,9%,102.55,0,28," 23,434,215.00 ",0.27%,1087%,0,9%,0%,0,6%,9%,101.88,0,34," 18,470,475.00 ",0.29%,695%,0,9%,0%,0,5%,10%,103.37,0,32," 15,408,165.00 ",0.55%,726%,0,8%,0%,0,7%,10%,101.78,0,49," 12,883,271.00 ",0.34%,400%,0,9%,25%,0,7%,13%,103.78,0,39," 10,474,409.00 ",0.37%,1618%,0,8%,22%,0,7%,10%,101.78
1849,Active,Defined Contribution,Provident Fund,Segregated funds,1,9516," 4,445,440,441.00 ",0.78%,456%,3.16,20%,0%,5,5%,11%,134.8,1,6923," 3,272,793,436.00 ",0.89%,145%,2.94,4%,0%,1,7%,13%,151.77,1,5929," 3,073,552,180.00 ",0.99%,274%,2.14,4%,0%,1,9%,9%,121.95,1,6070," 2,729,081,172.00 ",0.92%,306%,3,10%,0%,1,6%,7%,111.93,0,4297," 2,339,820,164.00 ",1.01%,204%,0,9%,0%,0,5%,7%,109.51,0,3900," 2,090,985,234.00 ",1.15%,388%,0,14%,0%,0,5%,9%,102.55,0,3447," 1,646,479,690.00 ",3.63%,156%,0,8%,0%,0,6%,9%,101.88,0,2996," 1,495,418,549.00 ",1.66%,257%,0,14%,0%,0,5%,10%,103.37,0,2700," 1,198,635,986.00 ",1.40%,435%,0,9%,0%,0,7%,10%,101.78,0,2387," 899,094,753.00 ",2.03%,418%,0,2%,0%,0,7%,13%,103.78,0,1472," 679,792,951.00 ",1.51%,37%,0,7%,0%,0,7%,10%,101.78
1850,Active,Defined Contribution,Pension Scheme,Segregated funds,1,585," 2,120,384,358.00 ",1.52%,132%,3.4,10%,0%,5,5%,11%,134.8,1,641," 2,033,144,569.00 ",1.46%,203%,3.46,17%,0%,5,7%,13%,151.77,1,597," 1,757,796,945.00 ",3.13%,37%,3.3,9%,0%,5,9%,9%,121.95,1,724," 857,901,011.00 ",2.06%,269%,3.56,13%,0%,5,6%,7%,111.93,0,574," 696,569,869.00 ",0.93%,246%,0,7%,0%,0,5%,7%,109.51,0,0," 632,575,795.00 ",0.97%,355%,0,6%,0%,0,5%,9%,102.55,0,632," 560,792,595.00 ",1.24%,449%,0,11%,0%,0,6%,9%,101.88,0,0," 466,603,748.00 ",1.21%,813%,0,12%,0%,0,5%,10%,103.37,0,701," 365,506,503.00 ",1.19%,926%,0,3%,0%,0,7%,10%,101.78,,,,,,,,,,,,,0,648," 647,904,069.00 ",1.20%,516%,0,11%,0%,0,7%,10%,101.78
1851,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,825," 1,791,535,060.00 ",0.42%,144%,2.17,8%,28%,1,5%,11%,134.8,1,1695," 1,701,539,936.37 ",0.50%,71%,3.31,7%,28%,5,7%,13%,151.77,1,1695," 1,808,365,686.00 ",0.37%,234%,3.29,6%,26%,5,9%,9%,121.95,1,1736," 1,644,595,935.00 ",0.38%,446%,3.54,4%,28%,5,6%,7%,111.93,0,1095," 1,513,615,506.00 ",0.16%,213%,0,6%,0%,0,5%,7%,109.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,812," 245,936,519.00 ",1.09%,1386%,0,12%,0%,0,7%,10%,101.78
1852,Active,Defined Contribution,Pension Scheme,Segregated funds,1,636," 1,376,786,906.00 ",0.95%,387%,3.7,12%,1%,5,5%,11%,134.8,1,614," 1,166,931,225.00 ",0.83%,394%,2.11,6%,0%,5,7%,13%,151.77,1,593," 1,021,051,740.00 ",0.93%,209%,2.25,2%,0%,1,9%,9%,121.95,5,572," 950,899,203.00 ",0.86%,921%,3.88,13%,0%,1,6%,7%,111.93,0,504," 734,049,786.00 ",1.11%,413%,0,7%,0%,0,5%,7%,109.51,0,470," 630,763,284.00 ",1.18%,301%,0,8%,0%,0,5%,9%,102.55,0,477," 541,713,556.00 ",1.42%,911%,0,12%,0%,0,6%,9%,101.88,0,457," 404,942,734.00 ",1.72%,705%,0,12%,0%,0,5%,10%,103.37,0,426," 305,232,637.00 ",1.66%,410%,0,4%,0%,0,7%,10%,101.78,0,415," 252,132,352.00 ",2.35%,433%,0,9%,0%,0,7%,13%,103.78,0,349," 190,521,365.00 ",1.66%,995%,0,9%,0%,0,7%,10%,101.78
